	0	1	2	3
4083	COG4521		P	Inorganic ion transport and metabolism
4084	COG4525		P	Inorganic ion transport and metabolism
4085	COG4529		R	General function prediction only
4086	COG4530		S	Function unknown
4087	COG4531		P	Inorganic ion transport and metabolism
4088	COG4533		K	Transcription
4089	COG4535		P	Inorganic ion transport and metabolism
4090	COG4536		P	Inorganic ion transport and metabolism
4091	COG4537		X	Mobilome: prophages, transposons
4092	COG4538		S	Function unknown
4093	COG4539		I	Lipid transport and metabolism
4094	COG4540		X	Mobilome: prophages, transposons
4095	COG4541		S	Function unknown
4096	COG4542		Q	Secondary metabolites biosynthesis, transport and catabolism
4097	COG4544		S	Function unknown
4098	COG4545		O	Posttranslational modification, protein turnover, chaperones
4099	COG4547	Cobalamine/B12 biosynthesis	H	Coenzyme transport and metabolism
4100	COG4548		P	Inorganic ion transport and metabolism
4101	COG4549		S	Function unknown
4102	COG4550		T	Signal transduction mechanisms
4103	COG4551		R	General function prediction only
4104	COG4552		R	General function prediction only
4105	COG4553		I	Lipid transport and metabolism
4106	COG4555		C	Energy production and conversion
4107	COG4555		P	Inorganic ion transport and metabolism
4108	COG4558		P	Inorganic ion transport and metabolism
4109	COG4559		P	Inorganic ion transport and metabolism
4110	COG4564		T	Signal transduction mechanisms
4111	COG4565		K	Transcription
4112	COG4565		T	Signal transduction mechanisms
4113	COG4566		T	Signal transduction mechanisms
4114	COG4566		K	Transcription
4115	COG4567		T	Signal transduction mechanisms
4116	COG4567		K	Transcription
4117	COG4568		K	Transcription
4118	COG4569		Q	Secondary metabolites biosynthesis, transport and catabolism
4119	COG4570		L	Replication, recombination and repair
4120	COG4571		M	Cell wall/membrane/envelope biogenesis
4121	COG4572		P	Inorganic ion transport and metabolism
4122	COG4573		G	Carbohydrate transport and metabolism
4123	COG4574		O	Posttranslational modification, protein turnover, chaperones
4124	COG4575		J	Translation, ribosomal structure and biogenesis
4125	COG4576		Q	Secondary metabolites biosynthesis, transport and catabolism
4126	COG4576		C	Energy production and conversion
4127	COG4577		Q	Secondary metabolites biosynthesis, transport and catabolism
4128	COG4577		C	Energy production and conversion
4129	COG4578		K	Transcription
4130	COG4579		T	Signal transduction mechanisms
4131	COG4580		G	Carbohydrate transport and metabolism
4132	COG4581		L	Replication, recombination and repair
4133	COG4582		D	Cell cycle control, cell division, chromosome partitioning
4134	COG4583		E	Amino acid transport and metabolism
4135	COG4584		X	Mobilome: prophages, transposons
4136	COG4585		T	Signal transduction mechanisms
4137	COG4586		R	General function prediction only
4138	COG4587		R	General function prediction only
4139	COG4588		M	Cell wall/membrane/envelope biogenesis
4140	COG4589		R	General function prediction only
4141	COG4590		R	General function prediction only
4142	COG4591		M	Cell wall/membrane/envelope biogenesis
4143	COG4592		P	Inorganic ion transport and metabolism
4144	COG4594		P	Inorganic ion transport and metabolism
4145	COG4597		E	Amino acid transport and metabolism
4146	COG4598		E	Amino acid transport and metabolism
4147	COG4603		F	Nucleotide transport and metabolism
4148	COG4604		P	Inorganic ion transport and metabolism
4149	COG4605		P	Inorganic ion transport and metabolism
4150	COG4606		P	Inorganic ion transport and metabolism
4151	COG4607		P	Inorganic ion transport and metabolism
4152	COG4608		E	Amino acid transport and metabolism
4153	COG4615		P	Inorganic ion transport and metabolism
4154	COG4618		U	Intracellular trafficking, secretion, and vesicular transport
4155	COG4619		P	Inorganic ion transport and metabolism
4156	COG4623		M	Cell wall/membrane/envelope biogenesis
4157	COG4623		T	Signal transduction mechanisms
4158	COG4624		C	Energy production and conversion
4159	COG4625		S	Function unknown
4160	COG4626		X	Mobilome: prophages, transposons
4161	COG4627		R	General function prediction only
4162	COG4628		S	Function unknown
4163	COG4630		F	Nucleotide transport and metabolism
4164	COG4631		F	Nucleotide transport and metabolism
4165	COG4632		G	Carbohydrate transport and metabolism
4166	COG4633		R	General function prediction only
4167	COG4634		R	General function prediction only
4168	COG4635		H	Coenzyme transport and metabolism
4169	COG4636		R	General function prediction only
4170	COG4637		R	General function prediction only
4171	COG4638		P	Inorganic ion transport and metabolism
4172	COG4638		R	General function prediction only
4173	COG4639		R	General function prediction only
4174	COG4640		S	Function unknown
4175	COG4641		D	Cell cycle control, cell division, chromosome partitioning
4176	COG4642		S	Function unknown
4177	COG4643		X	Mobilome: prophages, transposons
4178	COG4644		X	Mobilome: prophages, transposons
4179	COG4645		R	General function prediction only
4180	COG4646		L	Replication, recombination and repair
4181	COG4647		Q	Secondary metabolites biosynthesis, transport and catabolism
4182	COG4648		S	Function unknown
4183	COG4649		S	Function unknown
4184	COG4650		K	Transcription
4185	COG4650		T	Signal transduction mechanisms
4186	COG4651		P	Inorganic ion transport and metabolism
4187	COG4652		S	Function unknown
4188	COG4653		X	Mobilome: prophages, transposons
4189	COG4654		C	Energy production and conversion
4190	COG4655		R	General function prediction only
4191	COG4656	Na+-translocating Fd:NADH oxidoreductase	C	Energy production and conversion
4192	COG4657	Na+-translocating Fd:NADH oxidoreductase	C	Energy production and conversion
4193	COG4658	Na+-translocating Fd:NADH oxidoreductase	C	Energy production and conversion
4194	COG4659	Na+-translocating Fd:NADH oxidoreductase	C	Energy production and conversion
4195	COG4660	Na+-translocating Fd:NADH oxidoreductase	C	Energy production and conversion
4196	COG4662		P	Inorganic ion transport and metabolism
4197	COG4663		Q	Secondary metabolites biosynthesis, transport and catabolism
4198	COG4664		Q	Secondary metabolites biosynthesis, transport and catabolism
4199	COG4665		Q	Secondary metabolites biosynthesis, transport and catabolism
4200	COG4666		R	General function prediction only
4201	COG4667		I	Lipid transport and metabolism
4202	COG4668		G	Carbohydrate transport and metabolism
4203	COG4669		U	Intracellular trafficking, secretion, and vesicular transport
4204	COG4670		I	Lipid transport and metabolism
4205	COG4671		R	General function prediction only
4206	COG4672		X	Mobilome: prophages, transposons
4207	COG4674		R	General function prediction only
4208	COG4675		X	Mobilome: prophages, transposons
4209	COG4676		S	Function unknown
4210	COG4677		G	Carbohydrate transport and metabolism
4211	COG4677		I	Lipid transport and metabolism
4212	COG4678		M	Cell wall/membrane/envelope biogenesis
4213	COG4678		X	Mobilome: prophages, transposons
4214	COG4679		X	Mobilome: prophages, transposons
4215	COG4680		J	Translation, ribosomal structure and biogenesis
4216	COG4680		V	Defense mechanisms
4217	COG4681		S	Function unknown
4218	COG4682		S	Function unknown
4219	COG4683		S	Function unknown
4220	COG4684		S	Function unknown
4221	COG4685		S	Function unknown
4222	COG4687		S	Function unknown
4223	COG4688		S	Function unknown
4224	COG4689		Q	Secondary metabolites biosynthesis, transport and catabolism
4225	COG4690		E	Amino acid transport and metabolism
4226	COG4691		V	Defense mechanisms
4227	COG4692		G	Carbohydrate transport and metabolism
4228	COG4692		M	Cell wall/membrane/envelope biogenesis
4229	COG4693		P	Inorganic ion transport and metabolism
4230	COG4694		J	Translation, ribosomal structure and biogenesis
4231	COG4695		X	Mobilome: prophages, transposons
4232	COG4696		F	Nucleotide transport and metabolism
4233	COG4697		S	Function unknown
4234	COG4698		S	Function unknown
4235	COG4699		S	Function unknown
4236	COG4700		S	Function unknown
4237	COG4701		S	Function unknown
4238	COG4702		S	Function unknown
4239	COG4703		S	Function unknown
4240	COG4704		S	Function unknown
4241	COG4705		S	Function unknown
4242	COG4706		I	Lipid transport and metabolism
4243	COG4707		X	Mobilome: prophages, transposons
4244	COG4708		F	Nucleotide transport and metabolism
4245	COG4708		J	Translation, ribosomal structure and biogenesis
4246	COG4709		S	Function unknown
4247	COG4710		R	General function prediction only
4248	COG4711		S	Function unknown
4249	COG4712		L	Replication, recombination and repair
4250	COG4713		S	Function unknown
4251	COG4714		S	Function unknown
4252	COG4715		S	Function unknown
4253	COG4716		S	Function unknown
4254	COG4717		S	Function unknown
4255	COG4718		X	Mobilome: prophages, transposons
4256	COG4719		S	Function unknown
4257	COG4720		H	Coenzyme transport and metabolism
4258	COG4721		H	Coenzyme transport and metabolism
4259	COG4722		X	Mobilome: prophages, transposons
4260	COG4723		X	Mobilome: prophages, transposons
4261	COG4724		G	Carbohydrate transport and metabolism
4262	COG4725		J	Translation, ribosomal structure and biogenesis
4263	COG4726		N	Cell motility
4264	COG4726		W	Extracellular structures
4265	COG4727		S	Function unknown
4266	COG4728		S	Function unknown
4267	COG4729		S	Function unknown
4268	COG4731		S	Function unknown
4269	COG4732		H	Coenzyme transport and metabolism
4270	COG4733		X	Mobilome: prophages, transposons
4271	COG4734		V	Defense mechanisms
4272	COG4735		S	Function unknown
4273	COG4736		C	Energy production and conversion
4274	COG4737		S	Function unknown
4275	COG4738		K	Transcription
4276	COG4739		S	Function unknown
4277	COG4740		R	General function prediction only
4278	COG4741		F	Nucleotide transport and metabolism
4279	COG4742		K	Transcription
4280	COG4743		S	Function unknown
4281	COG4744		S	Function unknown
4282	COG4745		R	General function prediction only
4283	COG4746		S	Function unknown
4284	COG4747		R	General function prediction only
4285	COG4748		S	Function unknown
4286	COG4749		S	Function unknown
4287	COG4750		M	Cell wall/membrane/envelope biogenesis
4288	COG4750		I	Lipid transport and metabolism
4289	COG4752		S	Function unknown
4290	COG4753		T	Signal transduction mechanisms
4291	COG4753		K	Transcription
4292	COG4754		R	General function prediction only
4293	COG4755		S	Function unknown
4294	COG4756		R	General function prediction only
4295	COG4757		R	General function prediction only
4296	COG4758		T	Signal transduction mechanisms
4297	COG4759		R	General function prediction only
4298	COG4760		S	Function unknown
4299	COG4762		S	Function unknown
4300	COG4763		S	Function unknown
4301	COG4764		R	General function prediction only
4302	COG4765		S	Function unknown
4303	COG4766		E	Amino acid transport and metabolism
4304	COG4767		V	Defense mechanisms
4305	COG4768		S	Function unknown
4306	COG4769		S	Function unknown
4307	COG4770		I	Lipid transport and metabolism
4308	COG4771		P	Inorganic ion transport and metabolism
4309	COG4772		P	Inorganic ion transport and metabolism
4310	COG4773		P	Inorganic ion transport and metabolism
4311	COG4774		P	Inorganic ion transport and metabolism
4312	COG4775		M	Cell wall/membrane/envelope biogenesis
4313	COG4776		K	Transcription
4314	COG4778		P	Inorganic ion transport and metabolism
4315	COG4779		P	Inorganic ion transport and metabolism
4316	COG4781		I	Lipid transport and metabolism
4317	COG4782		R	General function prediction only
4318	COG4783		M	Cell wall/membrane/envelope biogenesis
4319	COG4783		O	Posttranslational modification, protein turnover, chaperones
4320	COG4784		R	General function prediction only
4321	COG4785		M	Cell wall/membrane/envelope biogenesis
4322	COG4786		N	Cell motility
4323	COG4787		N	Cell motility
4324	COG4789		U	Intracellular trafficking, secretion, and vesicular transport
4325	COG4790		U	Intracellular trafficking, secretion, and vesicular transport
4326	COG4791		U	Intracellular trafficking, secretion, and vesicular transport
4327	COG4792		U	Intracellular trafficking, secretion, and vesicular transport
4328	COG4794		U	Intracellular trafficking, secretion, and vesicular transport
4329	COG4795		U	Intracellular trafficking, secretion, and vesicular transport
4330	COG4796		U	Intracellular trafficking, secretion, and vesicular transport
4331	COG4797		R	General function prediction only
4332	COG4798		R	General function prediction only
4333	COG4799		I	Lipid transport and metabolism
4334	COG4800		K	Transcription
4335	COG4801		R	General function prediction only
4336	COG4802		C	Energy production and conversion
4337	COG4803		S	Function unknown
4338	COG4804		R	General function prediction only
4339	COG4805		S	Function unknown
4340	COG4806		G	Carbohydrate transport and metabolism
4341	COG4807		S	Function unknown
4342	COG4808		S	Function unknown
4343	COG4809	Glycolysis	G	Carbohydrate transport and metabolism
4344	COG4810		E	Amino acid transport and metabolism
4345	COG4811		S	Function unknown
4346	COG4812		E	Amino acid transport and metabolism
4347	COG4813		G	Carbohydrate transport and metabolism
4348	COG4814		S	Function unknown
4349	COG4815		S	Function unknown
4350	COG4816		E	Amino acid transport and metabolism
4351	COG4817		L	Replication, recombination and repair
4352	COG4818		S	Function unknown
4353	COG4819		E	Amino acid transport and metabolism
4354	COG4820		E	Amino acid transport and metabolism
4355	COG4821		R	General function prediction only
4356	COG4822	Cobalamine/B12 biosynthesis	H	Coenzyme transport and metabolism
4357	COG4823		V	Defense mechanisms
4358	COG4824		X	Mobilome: prophages, transposons
4359	COG4825		R	General function prediction only
4360	COG4826		O	Posttranslational modification, protein turnover, chaperones
4361	COG4827		R	General function prediction only
4362	COG4828		S	Function unknown
4363	COG4829		Q	Secondary metabolites biosynthesis, transport and catabolism
4364	COG4830	Archaeal ribosomal proteins	J	Translation, ribosomal structure and biogenesis
4365	COG4831		T	Signal transduction mechanisms
4366	COG4832		V	Defense mechanisms
4367	COG4832		T	Signal transduction mechanisms
4368	COG4833		G	Carbohydrate transport and metabolism
4369	COG4834		S	Function unknown
4370	COG4835		S	Function unknown
4371	COG4836		S	Function unknown
4372	COG4837		O	Posttranslational modification, protein turnover, chaperones
4373	COG4838		S	Function unknown
4374	COG4839		D	Cell cycle control, cell division, chromosome partitioning
4375	COG4840		S	Function unknown
4376	COG4841		S	Function unknown
4377	COG4842		V	Defense mechanisms
4378	COG4843		S	Function unknown
4379	COG4844		S	Function unknown
4380	COG4845		V	Defense mechanisms
4381	COG4846		C	Energy production and conversion
4382	COG4846		O	Posttranslational modification, protein turnover, chaperones
4383	COG4847		S	Function unknown
4384	COG4848		R	General function prediction only
4385	COG4849		R	General function prediction only
4386	COG4850		I	Lipid transport and metabolism
4387	COG4851		R	General function prediction only
4388	COG4852		S	Function unknown
4389	COG4853		T	Signal transduction mechanisms
4390	COG4854		S	Function unknown
4391	COG4855		F	Nucleotide transport and metabolism
4392	COG4856		T	Signal transduction mechanisms
4393	COG4857		E	Amino acid transport and metabolism
4394	COG4858		S	Function unknown
4395	COG4859		S	Function unknown
4396	COG4860		K	Transcription
4397	COG4861		S	Function unknown
4398	COG4862		K	Transcription
4399	COG4862		T	Signal transduction mechanisms
4400	COG4862		N	Cell motility
4401	COG4863		T	Signal transduction mechanisms
4402	COG4864		S	Function unknown
4403	COG4865		E	Amino acid transport and metabolism
4404	COG4866		S	Function unknown
4405	COG4867		S	Function unknown
4406	COG4868		S	Function unknown
4407	COG4869		Q	Secondary metabolites biosynthesis, transport and catabolism
4408	COG4870		O	Posttranslational modification, protein turnover, chaperones
4409	COG4871		K	Transcription
4410	COG4872		S	Function unknown
4411	COG4873		S	Function unknown
4412	COG4874		S	Function unknown
4413	COG4875		O	Posttranslational modification, protein turnover, chaperones
4414	COG4876		S	Function unknown
4415	COG4877		S	Function unknown
4416	COG4878		S	Function unknown
4417	COG4879		S	Function unknown
4418	COG4880		R	General function prediction only
4419	COG4881		P	Inorganic ion transport and metabolism
4420	COG4882		R	General function prediction only
4421	COG4883		S	Function unknown
4422	COG4884		S	Function unknown
4423	COG4885		S	Function unknown
4424	COG4886		K	Transcription
4425	COG4887		S	Function unknown
4426	COG4888		K	Transcription
4427	COG4889		R	General function prediction only
4428	COG4890		S	Function unknown
4429	COG4891		S	Function unknown
4430	COG4892		R	General function prediction only
4431	COG4893		S	Function unknown
4432	COG4894		I	Lipid transport and metabolism
4433	COG4895		S	Function unknown
4434	COG4896		S	Function unknown
4435	COG4897		S	Function unknown
4436	COG4898		S	Function unknown
4437	COG4899		S	Function unknown
4438	COG4900		R	General function prediction only
4439	COG4901	Archaeal ribosomal proteins	J	Translation, ribosomal structure and biogenesis
4440	COG4902		R	General function prediction only
4441	COG4903		K	Transcription
4442	COG4904		S	Function unknown
4443	COG4905		S	Function unknown
4444	COG4906		S	Function unknown
4445	COG4907		S	Function unknown
4446	COG4908		R	General function prediction only
4447	COG4909		Q	Secondary metabolites biosynthesis, transport and catabolism
4448	COG4910		Q	Secondary metabolites biosynthesis, transport and catabolism
4449	COG4911		S	Function unknown
4450	COG4912		L	Replication, recombination and repair
4451	COG4913		S	Function unknown
4452	COG4914		R	General function prediction only
4453	COG4915		Q	Secondary metabolites biosynthesis, transport and catabolism
4454	COG4915		R	General function prediction only
4455	COG4916		S	Function unknown
4456	COG4917		E	Amino acid transport and metabolism
4457	COG4918		R	General function prediction only
4458	COG4919	Archaeal ribosomal proteins	J	Translation, ribosomal structure and biogenesis
4459	COG4920		S	Function unknown
4460	COG4921		S	Function unknown
4461	COG4922		R	General function prediction only
4462	COG4923		R	General function prediction only
4463	COG4924		S	Function unknown
4464	COG4925		S	Function unknown
4465	COG4926		X	Mobilome: prophages, transposons
4466	COG4927		R	General function prediction only
4467	COG4928		R	General function prediction only
4468	COG4929		S	Function unknown
4469	COG4930		O	Posttranslational modification, protein turnover, chaperones
4470	COG4932		M	Cell wall/membrane/envelope biogenesis
4471	COG4933		K	Transcription
4472	COG4934		O	Posttranslational modification, protein turnover, chaperones
4473	COG4935		O	Posttranslational modification, protein turnover, chaperones
4474	COG4936		T	Signal transduction mechanisms
4475	COG4937		J	Translation, ribosomal structure and biogenesis
4476	COG4938		R	General function prediction only
4477	COG4939		S	Function unknown
4478	COG4940		X	Mobilome: prophages, transposons
4479	COG4941		K	Transcription
4480	COG4942		D	Cell cycle control, cell division, chromosome partitioning
4481	COG4943		T	Signal transduction mechanisms
4482	COG4944		S	Function unknown
4483	COG4945		G	Carbohydrate transport and metabolism
4484	COG4945		T	Signal transduction mechanisms
4485	COG4946		S	Function unknown
4486	COG4947		R	General function prediction only
4487	COG4948	Non-phosphorylated Entner-Doudoroff pathway	M	Cell wall/membrane/envelope biogenesis
4488	COG4948	Non-phosphorylated Entner-Doudoroff pathway	R	General function prediction only
4489	COG4949		S	Function unknown
4490	COG4950		S	Function unknown
4491	COG4951		S	Function unknown
4492	COG4952		M	Cell wall/membrane/envelope biogenesis
4493	COG4953		M	Cell wall/membrane/envelope biogenesis
4494	COG4954		S	Function unknown
4495	COG4955		S	Function unknown
4496	COG4956		R	General function prediction only
4497	COG4957		K	Transcription
4498	COG4959		O	Posttranslational modification, protein turnover, chaperones
4499	COG4959		U	Intracellular trafficking, secretion, and vesicular transport
4500	COG4960		O	Posttranslational modification, protein turnover, chaperones
4501	COG4960		T	Signal transduction mechanisms
4502	COG4961		U	Intracellular trafficking, secretion, and vesicular transport
4503	COG4961		W	Extracellular structures
4504	COG4962		U	Intracellular trafficking, secretion, and vesicular transport
4505	COG4962		W	Extracellular structures
4506	COG4963		U	Intracellular trafficking, secretion, and vesicular transport
4507	COG4963		W	Extracellular structures
4508	COG4964		U	Intracellular trafficking, secretion, and vesicular transport
4509	COG4964		W	Extracellular structures
4510	COG4965		U	Intracellular trafficking, secretion, and vesicular transport
4511	COG4965		W	Extracellular structures
4512	COG4966		N	Cell motility
4513	COG4966		W	Extracellular structures
4514	COG4967		N	Cell motility
4515	COG4967		W	Extracellular structures
4516	COG4968		N	Cell motility
4517	COG4968		W	Extracellular structures
4518	COG4969		N	Cell motility
4519	COG4969		W	Extracellular structures
4520	COG4970		N	Cell motility
4521	COG4970		W	Extracellular structures
4522	COG4972		N	Cell motility
4523	COG4972		W	Extracellular structures
4524	COG4973		L	Replication, recombination and repair
4525	COG4974		L	Replication, recombination and repair
4526	COG4975		G	Carbohydrate transport and metabolism
4527	COG4976		R	General function prediction only
4528	COG4977		K	Transcription
4529	COG4978		T	Signal transduction mechanisms
4530	COG4980		R	General function prediction only
4531	COG4981		I	Lipid transport and metabolism
4532	COG4982		I	Lipid transport and metabolism
4533	COG4983		X	Mobilome: prophages, transposons
4534	COG4984		S	Function unknown
4535	COG4985		P	Inorganic ion transport and metabolism
4536	COG4986		P	Inorganic ion transport and metabolism
4537	COG4987		C	Energy production and conversion
4538	COG4987		O	Posttranslational modification, protein turnover, chaperones
4539	COG4988		C	Energy production and conversion
4540	COG4988		O	Posttranslational modification, protein turnover, chaperones
4541	COG4989		R	General function prediction only
4542	COG4990		R	General function prediction only
4543	COG4991		S	Function unknown
4544	COG4992	Arginine biosynthesis	E	Amino acid transport and metabolism
4545	COG4993		G	Carbohydrate transport and metabolism
4546	COG4994		S	Function unknown
4547	COG4995		S	Function unknown
4548	COG4996		R	General function prediction only
4549	COG4997		R	General function prediction only
4550	COG4998		L	Replication, recombination and repair
4551	COG4999		T	Signal transduction mechanisms
4552	COG5000		T	Signal transduction mechanisms
4553	COG5001		T	Signal transduction mechanisms
4554	COG5002		T	Signal transduction mechanisms
4555	COG5003		X	Mobilome: prophages, transposons
4556	COG5004		X	Mobilome: prophages, transposons
4557	COG5005		X	Mobilome: prophages, transposons
4558	COG5006		E	Amino acid transport and metabolism
4559	COG5007		T	Signal transduction mechanisms
4560	COG5008		N	Cell motility
4561	COG5008		W	Extracellular structures
4562	COG5009		M	Cell wall/membrane/envelope biogenesis
4563	COG5010		U	Intracellular trafficking, secretion, and vesicular transport
4564	COG5010		W	Extracellular structures
4565	COG5011		S	Function unknown
4566	COG5012		C	Energy production and conversion
4567	COG5013		C	Energy production and conversion
4568	COG5013		P	Inorganic ion transport and metabolism
4569	COG5014		R	General function prediction only
4570	COG5015		R	General function prediction only
4571	COG5016	Urea cycle	C	Energy production and conversion
4572	COG5017		G	Carbohydrate transport and metabolism
4573	COG5018		T	Signal transduction mechanisms
4574	COG5023		Z	Cytoskeleton
4575	COG5026	Glycolysis	G	Carbohydrate transport and metabolism
4576	COG5029		O	Posttranslational modification, protein turnover, chaperones
4577	COG5029		I	Lipid transport and metabolism
4578	COG5031	Ubiquinone biosynthesis	H	Coenzyme transport and metabolism
4579	COG5036		P	Inorganic ion transport and metabolism
4580	COG5036		U	Intracellular trafficking, secretion, and vesicular transport
4581	COG5039		G	Carbohydrate transport and metabolism
4582	COG5039		M	Cell wall/membrane/envelope biogenesis
4583	COG5042		F	Nucleotide transport and metabolism
4584	COG5050		I	Lipid transport and metabolism
4585	COG5055		L	Replication, recombination and repair
4586	COG5078		O	Posttranslational modification, protein turnover, chaperones
4587	COG5083		I	Lipid transport and metabolism
4588	COG5108		K	Transcription
4589	COG5119		R	General function prediction only
4590	COG5126		T	Signal transduction mechanisms
4591	COG5131		O	Posttranslational modification, protein turnover, chaperones
4592	COG5135		S	Function unknown
4593	COG5146	Pantothenate/CoA biosynthesis	H	Coenzyme transport and metabolism
4594	COG5148		S	Function unknown
4595	COG5153		U	Intracellular trafficking, secretion, and vesicular transport
4596	COG5160		O	Posttranslational modification, protein turnover, chaperones
4597	COG5164		K	Transcription
4598	COG5180		A	RNA processing and modification
4599	COG5184		D	Cell cycle control, cell division, chromosome partitioning
4600	COG5184		Z	Cytoskeleton
4601	COG5185		D	Cell cycle control, cell division, chromosome partitioning
4602	COG5186		A	RNA processing and modification
4603	COG5190		K	Transcription
4604	COG5206		O	Posttranslational modification, protein turnover, chaperones
4605	COG5207		R	General function prediction only
4606	COG5212		T	Signal transduction mechanisms
4607	COG5238		J	Translation, ribosomal structure and biogenesis
4608	COG5255		S	Function unknown
4609	COG5256	Translation factors	J	Translation, ribosomal structure and biogenesis
4610	COG5257	Translation factors	J	Translation, ribosomal structure and biogenesis
4611	COG5258		R	General function prediction only
4612	COG5263		G	Carbohydrate transport and metabolism
4613	COG5265		O	Posttranslational modification, protein turnover, chaperones
4614	COG5266		R	General function prediction only
4615	COG5267		S	Function unknown
4616	COG5268		U	Intracellular trafficking, secretion, and vesicular transport
4617	COG5270		J	Translation, ribosomal structure and biogenesis
4618	COG5271		J	Translation, ribosomal structure and biogenesis
4619	COG5272		O	Posttranslational modification, protein turnover, chaperones
4620	COG5274		C	Energy production and conversion
4621	COG5274		I	Lipid transport and metabolism
4622	COG5275		R	General function prediction only
4623	COG5276		S	Function unknown
4624	COG5277		Z	Cytoskeleton
4625	COG5278		T	Signal transduction mechanisms
4626	COG5279		D	Cell cycle control, cell division, chromosome partitioning
4627	COG5280		X	Mobilome: prophages, transposons
4628	COG5281		X	Mobilome: prophages, transposons
4629	COG5282		O	Posttranslational modification, protein turnover, chaperones
4630	COG5283		X	Mobilome: prophages, transposons
4631	COG5285		Q	Secondary metabolites biosynthesis, transport and catabolism
4632	COG5293		S	Function unknown
4633	COG5294		S	Function unknown
4634	COG5295		U	Intracellular trafficking, secretion, and vesicular transport
4635	COG5295		W	Extracellular structures
4636	COG5297		G	Carbohydrate transport and metabolism
4637	COG5298		R	General function prediction only
4638	COG5301		X	Mobilome: prophages, transposons
4639	COG5302		X	Mobilome: prophages, transposons
4640	COG5304		K	Transcription
4641	COG5305		R	General function prediction only
4642	COG5306		R	General function prediction only
4643	COG5307		R	General function prediction only
4644	COG5309		G	Carbohydrate transport and metabolism
4645	COG5310		Q	Secondary metabolites biosynthesis, transport and catabolism
4646	COG5314		X	Mobilome: prophages, transposons
4647	COG5316		S	Function unknown
4648	COG5317		S	Function unknown
4649	COG5319		S	Function unknown
4650	COG5321		S	Function unknown
4651	COG5322		R	General function prediction only
4652	COG5323		X	Mobilome: prophages, transposons
4653	COG5324	tRNA modification	J	Translation, ribosomal structure and biogenesis
4654	COG5328		S	Function unknown
4655	COG5330		S	Function unknown
4656	COG5331		S	Function unknown
4657	COG5336	FoF1-type ATP synthase	C	Energy production and conversion
4658	COG5337		M	Cell wall/membrane/envelope biogenesis
4659	COG5338		S	Function unknown
4660	COG5339		S	Function unknown
4661	COG5340		V	Defense mechanisms
4662	COG5341		S	Function unknown
4663	COG5342		R	General function prediction only
4664	COG5343		T	Signal transduction mechanisms
4665	COG5345		S	Function unknown
4666	COG5346		S	Function unknown
4667	COG5349		S	Function unknown
4668	COG5350		R	General function prediction only
4669	COG5351		S	Function unknown
4670	COG5352		S	Function unknown
4671	COG5353		S	Function unknown
4672	COG5360		R	General function prediction only
4673	COG5361		X	Mobilome: prophages, transposons
4674	COG5362		X	Mobilome: prophages, transposons
4675	COG5368		G	Carbohydrate transport and metabolism
4676	COG5371		F	Nucleotide transport and metabolism
4677	COG5373		S	Function unknown
4678	COG5375		S	Function unknown
4679	COG5377		X	Mobilome: prophages, transposons
4680	COG5378		R	General function prediction only
4681	COG5379		I	Lipid transport and metabolism
4682	COG5380		O	Posttranslational modification, protein turnover, chaperones
4683	COG5381		S	Function unknown
4684	COG5383		R	General function prediction only
4685	COG5385		T	Signal transduction mechanisms
4686	COG5386		P	Inorganic ion transport and metabolism
4687	COG5387		O	Posttranslational modification, protein turnover, chaperones
4688	COG5388		S	Function unknown
4689	COG5389		S	Function unknown
4690	COG5393		S	Function unknown
4691	COG5394		Q	Secondary metabolites biosynthesis, transport and catabolism
4692	COG5394		T	Signal transduction mechanisms
4693	COG5395		S	Function unknown
4694	COG5397		S	Function unknown
4695	COG5398		H	Coenzyme transport and metabolism
4696	COG5399		S	Function unknown
4697	COG5400		S	Function unknown
4698	COG5401		D	Cell cycle control, cell division, chromosome partitioning
4699	COG5402		S	Function unknown
4700	COG5403		S	Function unknown
4701	COG5404		D	Cell cycle control, cell division, chromosome partitioning
4702	COG5405		O	Posttranslational modification, protein turnover, chaperones
4703	COG5407		U	Intracellular trafficking, secretion, and vesicular transport
4704	COG5410		S	Function unknown
4705	COG5412		X	Mobilome: prophages, transposons
4706	COG5413		S	Function unknown
4707	COG5416		S	Function unknown
4708	COG5417		U	Intracellular trafficking, secretion, and vesicular transport
4709	COG5418		S	Function unknown
4710	COG5419		S	Function unknown
4711	COG5420		S	Function unknown
4712	COG5421		X	Mobilome: prophages, transposons
4713	COG5423		S	Function unknown
4714	COG5424		H	Coenzyme transport and metabolism
4715	COG5425		S	Function unknown
4716	COG5426		R	General function prediction only
4717	COG5427		S	Function unknown
4718	COG5428		V	Defense mechanisms
4719	COG5429		S	Function unknown
4720	COG5430		W	Extracellular structures
4721	COG5431		R	General function prediction only
4722	COG5433		X	Mobilome: prophages, transposons
4723	COG5434		G	Carbohydrate transport and metabolism
4724	COG5435		S	Function unknown
4725	COG5436		S	Function unknown
4726	COG5437		X	Mobilome: prophages, transposons
4727	COG5438		S	Function unknown
4728	COG5439		R	General function prediction only
4729	COG5440		T	Signal transduction mechanisms
4730	COG5441		V	Defense mechanisms
4731	COG5442		N	Cell motility
4732	COG5443		N	Cell motility
4733	COG5444		V	Defense mechanisms
4734	COG5445		S	Function unknown
